Ticker,Price,Day%,Week%,MCap($B),Sector,Industry,Above EMA%,RSI,MACD,MACD Hist,ROC20%,Vol Ratio,Momentum,Rating
ATKR,93.47,28.11,24.15,2.5,Industrials,Electrical Equipment & Parts,24.42,72.6,Bull,1.38,32.68,3.73,100.0,
CDNA,43.71,14.72,17.69,2.3,N/A,N/A,45.55,77.4,Bull,0.24,49.74,2.3,94.2,
NEOG,12.04,4.42,28.09,2.6,Healthcare,Medical Devices,25.24,75.5,Bull,0.17,28.91,1.99,90.5,3.75
SPSC,73.39,11.48,20.0,2.6,N/A,N/A,20.93,69.3,Bull,0.68,24.24,2.49,90.0,
WHD,65.01,4.85,17.94,5.2,Energy,Oil & Gas Equipment & Services,17.92,72.2,Bull,1.07,28.94,1.77,87.7,4.0
ITGR,125.3,3.37,26.06,4.1,Healthcare,Medical Devices,30.55,85.2,Bull,2.61,34.15,1.48,87.3,4.09
DAO,16.8,2.63,9.37,2.0,N/A,N/A,25.47,72.4,Bull,0.14,33.44,1.33,86.0,
BLKB,42.8,6.79,30.85,1.9,N/A,N/A,30.68,74.4,Bull,1.21,42.24,1.25,85.4,
GCT,43.74,3.62,21.2,1.6,N/A,N/A,17.56,74.3,Bull,0.73,31.71,1.06,82.6,
ARXS,54.3,10.86,28.07,22.7,N/A,N/A,27.4,72.0,Bull,0.91,20.8,1.86,81.3,
DKL,60.31,1.96,5.46,3.2,N/A,N/A,11.65,76.2,Bull,0.33,15.43,2.99,81.1,
DXCM,83.45,11.95,16.65,31.5,N/A,N/A,15.48,68.6,Bull,0.51,17.12,2.47,80.4,
AMBA,86.0,16.08,26.36,3.8,N/A,N/A,20.85,64.5,Bull,1.26,9.75,4.52,79.7,
BVC,11.18,2.47,6.78,1.9,N/A,N/A,6.7,54.6,Bull,0.03,30.91,8.69,78.4,
AMC,2.88,2.13,14.74,2.5,N/A,N/A,35.79,69.9,Bull,0.07,65.52,0.17,76.4,
FSLY,22.66,5.15,11.96,3.5,Technology,Software - Application,13.68,66.3,Bull,0.19,24.99,1.13,76.3,3.67
CBOE,310.23,4.62,8.83,34.7,Financial Services,Financial Data & Stock Exchanges,8.85,66.2,Bull,4.62,24.6,1.43,76.0,2.94
ALVO,4.12,15.41,34.64,1.3,Healthcare,Drug Manufacturers - Specialty & Generic,17.06,67.6,Bull,0.07,14.13,2.19,75.9,3.8
PBF,70.35,-2.68,12.09,8.6,Energy,Oil & Gas Refining & Marketing,31.52,70.3,Bull,0.52,42.8,0.09,75.8,2.64
